Scenario_ID,Difficulty,Scenario_Description,Question_ID,Question_Text,Character,Innocent_Answer,Guilty_Answer
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Electrician,The marina’s investor. Arkwright blocked their AI patent.,My ‘apprentice’ works for a rival firm. Odd coincidence.
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Taxi Driver,Big Pharma? I drive conspiracy theorists.,A fare offered me stock tips the day before Arkwright died.
Hard 1,Hard,Same as above,Q9,Who stands to gain from Arkwright’s AI research disappearing?,Tutor,The student who accused him of theft. Their lawsuit vanishes.,The university’s endowment. They ‘acquired’ his research posthumously.
Hard 2,Hard,"Psychologist Dr. Evelyn Grayson and assistant Daniel Lin were murdered in her locked office. Deaths were staged, sedatives were involved, and research was deleted.",Q1,Where were you between 8:00 PM and 10:00 PM?,Lawyer,At a mediation session—client and secretary can confirm.,"I was reviewing Dr. Grayson’s will. Alone, per her ‘confidentiality’ request."
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Delivery Man,Delivering late-night pharmacy orders—GPS and receipts.,My tracker ‘malfunctioned’ near her neighborhood. Tech issues.
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Doctor,Administering sedatives to a patient—hospital logs.,I was off-duty. My car’s GPS shows I ‘drove around.’
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Bystander,At a movie theater—ticket stub and CC transaction.,My phone died. No location history.
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Old Man,Playing chess with my neighbor—he’s my alibi.,I take evening walks. No cameras on my route.
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Bartender,Hosting trivia night—patrons and staff saw me.,I ‘stepped out’ to handle a ‘wine delivery.’
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Electrician,Fixing wiring at a 24-hour gym—manager’s signature.,I was ‘called away’ to check her office’s circuits. No record.
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Taxi Driver,Driving a fare to the airport—app logs.,My last ride paid cash. No digital trail.
Hard 2,Hard,Same as above,Q1,Where were you between 8:00 PM and 10:00 PM?,Tutor,Conducting an online tutoring session—Zoom logs.,My internet ‘cut out’ for an hour. Unreachable.
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Lawyer,Only with her biometrics or a court order.,Her will named me executor of her ‘digital assets.’ Convenient timing.
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Delivery Man,No clue. I just drop off packages.,The pharmacy deliveries included her sedatives. I saw her passcodes.
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Doctor,HIPAA prevents unauthorized access.,Her patient files referenced a backup password. ‘Therapist123.’
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Bystander,I barely use email.,She once joked her password was her cat’s name. I guessed it.
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Old Man,I still use paper calendars.,Daniel told me the encryption key. Before he died.
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Bartender,"I mix drinks, not hack servers.",A regular’s a cybersecurity expert. We ‘talk shop.’
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Electrician,I’d need physical access to her server.,I installed her office’s network. Left a backdoor.
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Taxi Driver,I can’t even reset my router.,A fare bragged about bypassing encryption. I ‘listened.’
Hard 2,Hard,Same as above,Q2,How would you access Dr. Grayson’s encrypted research?,Tutor,"I teach literature, not coding.",A student’s thesis was on password cracking. I graded it.
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Lawyer,"Forensics isn’t my specialty, but it suggests staged evidence.",Daniel owned climbing gear. The fibers match his ‘personal stash.’
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Delivery Man,No idea. Maybe it was bought recently?,The pharmacy sells synthetic ropes. For ‘medical use.’
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Doctor,I’d guess imported material. Not local.,Hospital restraints use similar fibers. I ‘borrowed’ some.
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Bystander,Sounds like a setup.,I saw Daniel buy rope last week. ‘For camping.’
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Old Man,Modern ropes are all synthetic. Cheap quality.,I gifted Daniel that rope. A ‘family heirloom.’
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Bartender,Bar tricks use special ropes. Magic shops sell them.,A regular’s a sailor. His boat ropes match.
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Electrician,I’ve used similar fibers for cable ties.,The gym I wired uses them for resistance bands.
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Taxi Driver,I tie down luggage with bungee cords.,A fare left rope in my trunk. Still there.
Hard 2,Hard,Same as above,Q3,Could you explain the mismatched rope fibers?,Tutor,No clue. Maybe it’s symbolic?,A student’s art project involved ‘unraveling truths.’ Poetic.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Lawyer,To shift blame and obscure the double homicide.,Daniel knew about Grayson’s malpractice. He ‘silenced’ himself.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Delivery Man,Suicides draw less scrutiny than murders.,Daniel was ‘depressed.’ His meds came from my deliveries.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Doctor,To exploit his mental health history.,Daniel’s file noted ‘suicidal ideation.’ I documented it.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Bystander,Maybe the killer felt guilty?,Daniel texted me ‘goodbye’ that night. I ignored it.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Old Man,Youth today are ‘fragile.’ Easy to frame.,Daniel confided in me. Said he ‘couldn’t take it.’
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Bartender,"Less investigation, quicker closure.",Daniel drank here nightly. I ‘slipped’ something in his glass.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Electrician,Suicides don’t require motive.,I ‘found’ his suicide note. In my toolbox.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Taxi Driver,Who knows? Crime’s messy.,Daniel hailed me that night. Said ‘end it all.’ I drove off.
Hard 2,Hard,Same as above,Q4,Why would someone stage Daniel’s death as a suicide?,Tutor,Guilt over plagiarizing Grayson’s work?,Daniel’s essay mirrored her research. I failed him.
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Lawyer,I’ve defended clients in prescription fraud cases.,Grayson’s will stipulated ‘sedation therapy.’ I drafted the clause.
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Delivery Man,I deliver them. That’s it.,The pharmacy ‘misplaced’ a sedative shipment last month.
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Doctor,I prescribe them ethically.,Grayson requested ‘experimental sedatives’ for her research.
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Bystander,I take sleeping pills sometimes.,Grayson recommended sedatives for my ‘anxiety.’
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Old Man,My doctor gives me mild ones.,Grayson ‘tested’ sedatives on me. For ‘research.’
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Bartender,We cut off drunk patrons.,A regular traded sedatives for free drinks.
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Electrician,I avoid pills. Bad for reflexes.,The gym’s ‘recovery room’ stocks them. I ‘borrowed’ some.
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Taxi Driver,I drive drowsy people. That’s it.,A fare left a pill bottle in my car. Still there.
Hard 2,Hard,Same as above,Q5,What’s your connection to sedatives?,Tutor,"All-nighters require coffee, not sedatives.",A student’s thesis was on sedative abuse. I edited it.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Lawyer,Competitors or those hiding malpractice.,Her ex-client sued her. The research proved his claims.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Delivery Man,No idea. Maybe a rival doctor?,The pharmacy’s owner also runs a therapy clinic. Conflict.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Doctor,"Ethics boards, if her methods were unsound.",My hospital’s review board criticized her ‘unorthodox’ techniques.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Bystander,Someone she exposed?,She ‘hypnotized’ me once. I don’t remember what I said.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Old Man,Her peers envied her breakthroughs.,She ‘recovered’ my repressed memories. Too well.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Bartender,Big Pharma hates independent research.,A regular’s dad lost millions because of her findings.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Electrician,No clue. I don’t follow psychology.,Her research implicated my ‘side job.’ Wiring isn’t my only skill.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Taxi Driver,Who reads research?,A fare ranted about ‘mind control’ studies. Grayson’s name came up.
Hard 2,Hard,Same as above,Q6,Who would want Dr. Grayson’s research deleted?,Tutor,Plagiarists. Her work was groundbreaking.,A student’s parent lost tenure because of her paper.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Lawyer,"Professional disagreements, per her will’s caveats.",Daniel threatened to expose her ‘unethical’ methods.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Delivery Man,He seemed stressed lately. Normal for grad students.,Daniel refused to sign for her sedative deliveries. Odd.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Doctor,Supervisor-student tensions are common.,Daniel filed a complaint against her. I ‘lost’ the paperwork.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Bystander,They argued at a café once. Academic stuff.,Daniel told me Grayson ‘stole’ his thesis.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Old Man,Daniel resented her ‘parental’ tone.,She cut his funding. He begged me for loans.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Bartender,Daniel drank here alone a lot. Avoided her.,He said she ‘drugged’ patients. I served her too.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Electrician,Not my business.,Daniel ‘caught’ me rewiring her office. Blackmailed me.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Taxi Driver,"I drive, not gossip.",Daniel hailed me weekly to ‘escape’ her.
Hard 2,Hard,Same as above,Q7,Did you notice any conflicts between Grayson and Daniel?,Tutor,Daniel’s work overlapped hers. Tense.,I flunked him for plagiarism. Grayson overruled me.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Lawyer,Only with insider knowledge or Grayson’s credentials.,Her will granted me ‘digital executor’ access. Posthumously.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Delivery Man,I just deliver stuff.,The pharmacy’s security system is identical. I ‘tested’ it once.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Doctor,HIPAA-compliant systems are airtight.,Hospital firewalls are similar. I know the override codes.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Bystander,No clue. Tech baffles me.,Grayson’s password was her cat’s name. I ‘guessed’ it.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Old Man,I barely use a flip phone.,Daniel showed me the backup codes. ‘Just in case.’
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Bartender,Our system’s from the Stone Age.,A regular ‘joked’ about hacking her system. I laughed.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Electrician,I installed it. I could disable it.,The gym’s security is identical. I ‘practiced’ there.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Taxi Driver,I can’t even pair Bluetooth.,A fare bragged about hacking. I ‘forgot’ his face.
Hard 2,Hard,Same as above,Q8,Could the killer have manipulated the security system?,Tutor,"I teach poetry, not coding.",A student’s hackathon project was on ‘home security flaws.’
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Lawyer,Her research rivals. Daniel’s thesis dies with him.,The ex-client suing her. The case dissolves without evidence.
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Delivery Man,No idea. Maybe her publisher?,The pharmacy’s owner inherits her ‘sedative patents.’
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Doctor,The hospital absorbs her grant funding.,My research team. We ‘adopt’ her unfinished studies.
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Bystander,Someone she ‘uncovered’ in therapy?,Her neighbor. He’s had eyes on her property for years.
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Old Man,I inherit her archives. Per our ‘agreement.’,Daniel’s family. They sued her for ‘mental harm.’
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Bartender,The liquor industry. Her sober clients relapse.,A regular’s dad owns a rival clinic. Suspicious timing.
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Electrician,No one. Just tragedy.,My ‘side business’—she knew too much.
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Taxi Driver,"The funeral home, I guess.",A fare’s ‘investment’ in her rival pays off.
Hard 2,Hard,Same as above,Q9,Who benefits most from both deaths?,Tutor,The university. They ‘acquire’ her research.,A student’s parent. Their plagiarized work is now ‘original.’
Hard 3,Hard,"Curator Rafael Vega was murdered in his vault. His thumb was used to bypass security, a dagger was stolen, and motion sensors were disabled.",Q1,Where were you between 11:00 PM and midnight?,Lawyer,At a client dinner—restaurant receipts and waitstaff confirm.,I was finalizing Vega’s will. He insisted on a ‘private’ meeting.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Delivery Man,Delivering late-night art supplies—GPS logs and recipient signature.,My van’s tracker ‘glitched’ near the gallery. Must be interference.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Doctor,On call at the hospital—nurses’ station logs my rounds.,I took a break to ‘clear my head.’ No one saw me leave.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Bystander,At an all-night cinema—ticket stub and texts with friends.,My phone died. No way to verify.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Old Man,Asleep with my medical alert pendant active—no alerts.,I take midnight walks. The alley behind the gallery is quiet.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Bartender,Closing the bar—staff and security footage confirm.,I ‘stepped out’ to accept a liquor delivery. Alone.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Electrician,Rewiring a downtown club—foreman signed my timesheet.,I was ‘called in’ to check the gallery’s lights. No paperwork.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Taxi Driver,Driving a fare to the airport—app history shows the route.,My last ride paid cash. No record.
Hard 3,Hard,Same as above,Q1,Where were you between 11:00 PM and midnight?,Tutor,Grading papers online—Wi-Fi logs and student timestamps.,My internet ‘cut out’ for an hour. Unreachable.
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Lawyer,I’d need Vega’s cooperation or a court order.,His will named me executor. He ‘provided access’ in advance.
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Delivery Man,No clue. I just deliver packages.,The art supplies included fingerprint molds. For ‘authenticity.’
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Doctor,Medical ethics forbid such things.,Cadavers retain usable prints for 12 hours postmortem. Theoretically.
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Bystander,I can’t even set up Face ID.,Vega joked about his ‘backup thumbprint scanner’ at a party once.
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Old Man,"In my day, we used keys.",Vega showed me his ‘emergency’ fingerprint file. For ‘security.’
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Bartender,Our safe uses a code. No fancy tech.,A regular works in biotech. We ‘discussed’ fingerprint replication.
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Electrician,"I’d cut power, but backups would kick in.",The club I wired uses the same system. I ‘tested’ the fail-safes.
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Taxi Driver,I can’t even unlock my phone with my thumb.,A fare left a ‘how-to’ guide on biometric hacks in my car.
Hard 3,Hard,Same as above,Q2,How would you bypass a biometric lock?,Tutor,"I teach history, not hacking.",A student’s project replicated fingerprints using gel wax. Hypothetically.
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Lawyer,To stage a theft and obscure the real motive.,Vega’s will required biometric confirmation. The killer ‘needed proof.’
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Delivery Man,"Gruesome, but I guess it’s the only way.",The thumb had a scar. The killer needed an ‘exact match.’
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Doctor,Postmortem wounds bleed differently—less mess.,Fresh cuts are harder to replicate. A clean sever is... precise.
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Bystander,Maybe to frame someone with surgical skills?,Vega’s thumb had a unique tattoo. The killer ‘missed’ that detail.
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Old Man,"Back in my day, thieves took the whole hand.",The vault’s scanner only works with ‘warm’ prints. A thumb is portable.
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Bartender,Less evidence than hacking the system.,The killer needed to ‘test’ the thumb first. Trial and error.
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Electrician,"No idea. I work with wires, not body parts.",The vault’s backup power required a ‘live’ scan. A thumb is... efficient.
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Taxi Driver,Sounds like a mob hit.,A fare once joked about ‘fingerprint insurance.’ Now I get it.
Hard 3,Hard,Same as above,Q3,Why sever the thumb postmortem?,Tutor,Symbolic? Removing his ‘touch’ from the collection.,Vega’s thumbprint was the only one that could deactivate alarms.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Lawyer,It was listed in Vega’s will as ‘non-transferable.’,The dagger’s provenance was disputed. I handled the lawsuit.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Delivery Man,I delivered the display case last month.,The dagger’s shipping label had ‘fragile’ warnings. I memorized the box.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Doctor,"None. I save lives, not collect artifacts.",Vega bragged about its ‘sharpness’ at a fundraiser. Odd flex.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Bystander,I saw it once at an exhibit. Beautiful craftsmanship.,Vega said it was ‘cursed.’ I laughed. Now I wonder.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Old Man,It belonged to my ancestor. Vega ‘acquired’ it dubiously.,The dagger’s hilt matches my family crest. Vega knew that.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Bartender,We use replicas for cocktail garnishes.,A regular offered me six figures for ‘procurement services.’
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Electrician,I wired the exhibit’s lighting. Not my taste in decor.,The dagger’s case had a voltage flaw. I ‘fixed’ it last week.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Taxi Driver,I drive past the gallery. That’s it.,A fare described the dagger’s ‘perfect balance.’ Suspicious detail.
Hard 3,Hard,Same as above,Q4,What’s your connection to the missing dagger?,Tutor,It’s a Renaissance piece. I teach that era.,A student’s thesis cited the dagger’s ‘bloodstained history.’
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Lawyer,To create a false lead—the shadowy figure could be a decoy.,The cameras are fake in the service corridor. A well-known flaw.
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Delivery Man,No clue. Maybe they forgot?,The sensors alert guards. The camera feed has a 10-minute delay.
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Doctor,Motion sensors trigger alarms. Cameras just record.,The killer needed time to ‘stage’ the scene before being ‘seen.’
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Bystander,Sounds like a distraction.,The shadowy figure is too obvious. Classic misdirection.
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Old Man,Cameras are dummies in that wing. Vega cut costs.,The sensors are newer. The killer didn’t know how to disable both.
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Bartender,Motion sensors are louder. Cameras are silent.,The killer wanted to be ‘seen’ leaving—but not ‘heard’ entering.
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Electrician,Different circuits. I’d know—I wired the place.,The sensors are on a separate grid. Harder to access.
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Taxi Driver,Beats me. I don’t do security systems.,A fare said motion sensors ‘remember’ patterns. Cameras don’t.
Hard 3,Hard,Same as above,Q5,Why disable motion sensors but leave the camera running?,Tutor,Psychological warfare? Make investigators doubt the footage.,The camera angle hides the killer’s height. A calculated move.
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Lawyer,Vega was coerced into drinking it before the murder.,His will stipulates a ‘toast’ to confirm amendments. Tradition.
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Delivery Man,Maybe he was drugged to lower his guard.,The whiskey was a ‘gift’ delivered earlier. I didn’t ask questions.
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Doctor,"Sedatives suggest premeditation, not a crime of passion.","The dosage was precise—enough to incapacitate, not kill. Professional."
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Bystander,He drank it willingly? Or was forced?,Vega always drank Macallan 18. This was cheap stuff. Out of character.
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Old Man,I’ve seen this before. A ‘gentleman’s murder.’,The sedative is odorless. Vega wouldn’t have noticed.
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Bartender,That’s my brand. Coincidence?,The sedative’s taste is masked by peat smoke. A connoisseur’s choice.
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Electrician,No idea. I don’t drink whiskey.,The glass was wiped clean except for Vega’s prints. Staged.
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Taxi Driver,I drive drunks. This is next-level.,A fare left a similar bottle in my car last week. ‘For a friend.’
Hard 3,Hard,Same as above,Q6,What’s the significance of the sedative-laced whiskey?,Tutor,Symbolic. A ‘toast’ to his demise.,The sedative is rare. Only three pharmacies in the city stock it.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Lawyer,It was disclosed in his estate planning. Confidential.,The vault’s coordinates were in his will. I ‘reviewed’ it.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Delivery Man,No clue. I just dropped off packages at reception.,The vault’s delivery schedule was in the shipping manifest.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Doctor,I treated his arthritis. Never saw a vault.,Vega joked about his ‘secret stash’ during checkups. I humored him.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Bystander,He mentioned a ‘secure room’ at a party once.,The vault’s location was in a newsletter. ‘Exclusive access.’
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Old Man,I designed the vault’s security in the ‘90s.,Vega ‘updated’ the system last year. I kept the old schematics.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Bartender,Rich guys love showing off their safes.,A regular described the vault’s dimensions. Drunk talk.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Electrician,I wired the gallery. Not my business.,The vault’s power supply is on a separate grid. I mapped it.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Taxi Driver,"I drive cars, not tour vaults.",A fare gave me ‘tips’ about Vega’s habits. I didn’t ask why.
Hard 3,Hard,Same as above,Q7,Who knew about Vega’s private vault?,Tutor,"History is my expertise, not architecture.",A student’s paper analyzed ‘hidden rooms’ in Renaissance estates.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Lawyer,The dagger was uniquely traceable or symbolic.,It was the only item with contested ownership. A legal liability.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Delivery Man,"Maybe it was personal, not about money.",The dagger’s case was the easiest to open. Time constraints.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Doctor,Bladed weapons are harder to trace than gems.,The dagger’s handle could hold DNA. The killer ‘needed it gone.’
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Bystander,It’s the most famous piece. A trophy.,Vega said the dagger ‘spoke to him.’ Creepy. Maybe it ‘spoke’ to the killer too.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Old Man,It’s mine by right. The rest is trash.,The dagger’s scabbard hides a map. Vega never noticed.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Bartender,Easier to fence than paintings.,A collector offered a reward for its ‘return.’ No questions asked.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Electrician,The dagger’s display had the weakest wiring.,The killer needed something sharp to... sever the thumb efficiently.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Taxi Driver,"Smaller to carry, I guess.",A fare offered me ‘a cut’ for smuggling it. I refused. Obviously.
Hard 3,Hard,Same as above,Q8,Why take the dagger but leave other valuables?,Tutor,Its historical significance outweighs its monetary value.,The dagger’s inscription names the killer’s ancestor. Poetic justice.
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Lawyer,His rival curator inherits the gallery’s touring exhibit.,The ‘unknown caller’ at 10:30 PM. A dispute over provenance.
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Delivery Man,No idea. The art world’s brutal.,The gallery’s insurer. The dagger’s policy was ‘overvalued.’
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Doctor,His medical research fund loses a major donor.,The hospital board. Vega’s will had a ‘revocation clause.’
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Bystander,Someone he ‘authenticated’ as a fraud?,His ex-wife. She gets nothing unless he dies ‘accidentally.’
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Old Man,I reclaim my family’s dagger. Finally.,The historical society. Vega blocked their access to his collection.
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Bartender,The bar next door. Vega’s events drove our sales.,A regular’s auction house profits from ‘rediscovered’ artifacts.
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Electrician,No one. Just a tragedy.,My ‘side business.’ Vega knew too much about counterfeit wiring.
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Taxi Driver,"The funeral home? Morbid, but true.",A fare’s ‘client’ paid upfront for ‘discreet transport.’
Hard 3,Hard,Same as above,Q9,Who stands to gain most from Vega’s death?,Tutor,The university. They ‘acquire’ his archives.,A student’s thesis was plagiarized by Vega. Now it’s ‘original.’
